Investor ID,Name,Country of registration/origin,Classification,Investor homepage,Opencorporates link,Comment,Action comment
40548,Bushveld Minerals Limited,South Africa,Stock-exchange listed company,,,Headquarters in South Africa. Registered on London Stock Exchange,
40549,IR Resources Limited,"China, Hong Kong Special Administrative Region",Stock-exchange listed company,http://www.irresources.com.hk/index.php,,"Previously known as China Asean Resources Ltd., changed its name last August 2015",
40550,Ener. Fin. s.r.l.,,,,,,
40551,Fri-El Energy Investments S.r.l.,,,,,,
40552,Fri-El Capital S.r.l.,,,,,,
40553,Anglo-Rom Agriculture s.r.l,Romania,Private company,,,,
40554,Jalandhar Potato Growers Association (JPGA),India,,,,,
40555,Unknown (Jalandhar Potato Growers Association (JPGA)),India,,,,,
40556,Perilines Ltd,Ghana,,,,,
40557,Seftech India Private Limited,India,,,,,
40558,Komenda sugar factory,Ghana,,,,,
40559,Arafco Agricultural Integration Company Ltd,Kenya,,,,,
40560,Prince Sultan Bin Nassir Bin Abdulaziz Al-Said,Saudi Arabia,Individual entrepreneur,,,,
40561,Galana Ranch,Kenya,,,,,
40562,Banco Agrario de Colombia,Colombia,Government institution,https://www.bancoagrario.gov.co/Paginas/default.aspx,,It's an official institution of the government devoted to foster agricultural projects. They developed a line of credit for agroindustry.,
40563,sunshine Group,China,,,,"Might be Jiangsu Sunshine Group Co., Ltd",
40564,Sunshine Agriculture Limited,Tanzania,,,,Sunshine Agriculture Limited part of the Sunshine Group Company Limited,
40566,Clinton-Hunter Development Initiative (CHDI),,,,,,
40567,Rwanda Farmers Coffee Company (RFCC),Rwanda,Private company,,,,
40568,Hunter Foundation,United States of America,Other (please specify in comment field),,,NPO,
40569,Clinton Foundation,United States of America,Other (please specify in comment field),,,NPO,
40570,NCH Advisors Inc.,United States of America,Investment fund,,https://opencorporates.com/companies/us_de/2422793,,
40571,Lany Agro LLC,Ukraine,Private company,,,,
40572,Brody Agro LLC,Ukraine,Private company,,,,
40573,Isola Enterprises Ltd.,Cyprus,Private company,,,,
40574,Tsentr Dar LLC,Ukraine,Private company,,,,
40575,Bio Agro LLC,Ukraine,Private company,,,,
40576,Dubenskyi krai LLC,Ukraine,Private company,,,,
40577,Volyn Krai LLC,Ukraine,Private company,,,,
40578,Genesta Limited,Cyprus,,,https://opencorporates.com/companies/cy/HE277698,,
40579,Group of companies Vitagro LLC,Ukraine,Private company,,,,
40580,Agroholding Zorya LLC,Ukraine,Private company,,,,
40581,Horyn Agro Plus LLC,Ukraine,Private company,,,,
40582,Investment company Vitagro LLC,Ukraine,Investment fund,,,,
40583,Bio-lan LLC,Ukraine,Private company,,,,
40584,Shumsk Agro LLC,Ukraine,Private company,,,,
40585,Jerste S.a.r.l.,Luxembourg,Private company,,,Previous name Jerste B.V. and registration in the Netherlands.,
40586,Petrobena East Africa Limited,Tanzania,,,,,
40587,Petrobena East Africa Limited,Tanzania,,,,,
40588,Agro Kolos L LLC,Ukraine,Private company,,,,
40589,Pitt Holdings Limited,Cyprus,,,https://opencorporates.com/companies/cy/HE223995,,
40590,Ray Agro LLC,Ukraine,Private company,,,,
40591,Starokostyantyniv Agro LLC,Ukraine,Private company,,,,
40592,Mineral Commodities Ltd,Australia,Stock-exchange listed company,https://www.mineralcommodities.com/,,,
40593,Mineral Sands Resources,South Africa,Private company,,,,
40594,Blue Bantry Investments 255 (Pty) Ltd,South Africa,Private company,,,,
40595,AF Obriy LLC,Ukraine,Private company,,,,
40596,Agro Star 2006 LLC,Ukraine,Private company,,,,
40597,Letychiv Agro LLC,Ukraine,Private company,,,,
40598,Agro-Maidan LLC,Ukraine,Private company,,,,
40599,NAP II Holdings B. V.,Netherlands,Investment fund,,,,
40600,New Agro Podillya LLC,Ukraine,Private company,,,,
40601,New Agro Invest LLC,Ukraine,Private company,,,,
40602,Ukrzernoprom-Derezhnya LLC,Ukraine,Private company,,,,
40604,Agrofirm Progres-V LLC,Ukraine,Private company,,,,
40605,Promin Podillya LLC,Ukraine,Private company,,,,
40606,A.T.S. Ukraine Property Development Limited,Cyprus,,,https://opencorporates.com/companies/cy/HE230410,,
40607,Bio Kray LLC,Ukraine,Private company,,,,
40608,Unagro Finance Limited,Cyprus,,,https://opencorporates.com/companies/cy/HE201625,,
40609,LU Invest,Latvia,,,https://opencorporates.com/companies/lv/48503014026,,
40610,Zolotyi svitanok (Agro) LLC,Ukraine,Private company,,,,
40611,Unknown (Green Timbers),China,,,,,
40612,Green Timber,Mozambique,,,,,
40613,Department of Economic Development in Abu Dhabi (DED),United Arab Emirates,State-/government (owned) company,,,,
40614,Food Security Centre — Abu Dhabi (FSCAD),United Arab Emirates,State-/government (owned) company,,,,
40615,"Ministry of Agriculture, Animal Industry and Fisheries of Uganda",Uganda,State-/government (owned) company,,,,
40616,"unknown (Department of Economic Development in Abu Dhabi (DED), the Food Security Centre — Abu Dhabi (FSCAD) and the Ministry of Agriculture, Animal Industry and Fisheries of Uganda)",,,,,,
40617,Kelmentsi Agro LLC,Ukraine,Private company,,,,
40618,Michael Matthias Heinrich,Germany,Individual entrepreneur,,,,
40619,Agrofirma Rubansky LLC,Ukraine,Private company,,,,
40620,Agrofirma Shargorod LLC,Ukraine,Private company,,,,
40621,Krayevyd Podillya LLC,Ukraine,Private company,,,,
40622,MP Alpha LLC,Ukraine,Private company,,,,
40623,Polonne Agro LLC,Ukraine,Private company,,,,
40624,Korostyshivzeminvest LLC,Ukraine,Private company,,,,
40625,AGRISER d.o.o.,Serbia,Private company,,,,
40626,Unknown (Nisela Safaris),,,,,,
40627,Nisela Safaris,Swaziland,,,,,
40628,Unknown (Nisela Farms (Pty) Ltd),,,,,,
40629,Nisela Farms (Pty) Ltd,Swaziland,,,,,
40630,Eng Huat Industires PTE Ltd,Singapore,Private company,,https://opencorporates.com/companies/sg/199805464M,,
40631,Eng Huat Industries Ltd,Nigeria,Private company,,,,
40632,Eng Huat Industires PTE Ltd,Singapore,Private company,,https://opencorporates.com/companies/sg/199805464M,,
40633,Eng Huat Industries Ltd,Nigeria,Private company,http://www.enghuatindustries.com/index.php?option=com_content&view=article&id=45&Itemid=62,,,
40634,Actis Capital LLP,United Kingdom of Great Britain and Northern Ireland,Individual entrepreneur,https://www.act.is/,,,
40635,Craftskills Wind Energy International of Kenya,Kenya,,,,,
40636,Kipeto Energy Limited Company (KEL),Kenya,,,,,
40637,Overseas Private Investment Corporation,United States of America,Bilateral Development Bank / Development Finance Institution,,,,
40638,Agroholdyng MS,Ukraine,Private company,,,,
40639,Nosivka Agro LLC,Ukraine,Private company,,,,
40640,Nizhyn Agro LLC,Ukraine,Private company,,,,
40641,Bakhmach Agro LLC,Ukraine,Private company,,,,
40642,Semenivka Agro LLC,Ukraine,Private company,,,,
40643,Glukhiv-Agroinvest LLC,Ukraine,Private company,,,,
40647,San Miguel Holdings Corp.,Philippines,Stock-exchange listed company,,,,
40648,Ayala Land Inc.,Philippines,Stock-exchange listed company,,,,
40649,Sicogon Development Corporation,Philippines,,,,,
40651,Semirara Mining and Power Corporation,Philippines,Stock-exchange listed company,,,,
40652,Unknown operating company (#162590),,,,,,
40653,Philippine Bases Conversion and Development Authority,Philippines,State-/government (owned) company,,,,
40654,Unknown operating company (#162592),,,,,,
40655,Karla Marksa-2 PE,Ukraine,Private company,,,,
40656,Vorozhbalatinvest LLC,Ukraine,Private company,,,,
40657,Ryasnyanske LLC,Ukraine,Private company,,,,
40658,Ryasnyanske LLC,,,,,,
40660,GoldPlata Mining International Corporation,Panama,Private company,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=61731174,,
40661,Ukrlatagro LLC,Ukraine,Private company,,,,
40662,Ancor Investments Ltd.,Cyprus,,,https://opencorporates.com/companies/cy/HE177888,,
40663,Agrotop LLC,Ukraine,,,,,
40664,"PALE ""Zorya""",Ukraine,Private company,,,,
40665,Kelagers Investments Limited,Cyprus,,,,,
40666,Charivnyi svitanok LLC,Ukraine,,,,,
40667,Agrolatinvest LLC,Ukraine,Private company,,,,
40668,Orilkalatinvest LLC,Ukraine,Private company,,,,
40669,Supina Agro LLC,Ukraine,Private company,,,,
40670,Krayevyd-Agro LLC,Ukraine,Private company,,,,
40671,Charivnyi lan LLC,Ukraine,Private company,,,,
40672,Mozfoods SA,Mozambique,Stock-exchange listed company,,,,
40673,Moçfer Industrias Alimentares,Mozambique,,,,,
40674,Aquifer Ltd,United Kingdom of Great Britain and Northern Ireland,Private company,,https://opencorporates.com/companies/gb/05039222,,
40675,The Gatsby Charitable Foundation,United Kingdom of Great Britain and Northern Ireland,"Non - Profit organization (e.g. Church, University etc.)",http://www.gatsby.org.uk/legal-and-administrative,,,
40677,Palmabio S.A.S,Colombia,Private company,,,"On July 15, 2015, Voltaje Empresarial and Palmabio applied for the acquisition of Odin Energy Corporation",
40678,Green River Technology Inc.,Panama,Private company,,,"Source:

https://www.panadata.net/es/organizaciones/591261",
40679,"Daewoo Engineering and Construction Co., Ltd.",Republic of Korea,Private company,,,,
40680,LLL Holdings Inc.,Philippines,Stock-exchange listed company,,,,
40681,MES Invest B.V.,Netherlands,,,,,
40682,MES Invest Ukraine LLC,Ukraine,,,,,
40683,Mriya Agroholdyng LLC,Ukraine,,,,,
40684,Mriya Pidgaitsi LLC,Ukraine,Private company,,,,
40685,Palmeras de la Costa S.A.,Colombia,Private company,,https://www.bloomberg.com/profiles/companies/0820395D:CB-palmeras-de-la-costa-sa,,
40686,"Coal Asia Holdings, Inc.",Philippines,Stock-exchange listed company,,,,
40688,Manila South Coast Development Corporation,Philippines,Stock-exchange listed company,,,,
40689,SM Land Inc.,Philippines,Stock-exchange listed company,,,,
40690,Guicaramo S.A.,Colombia,Private company,,,,
40691,Hacienda La Cabaña S.A.,Colombia,Private company,http://www.lacabana.com.co/en/home/,,,
40692,Palmasol S.A.,Colombia,Private company,,,,
40693,Palmeras Santana Ltda,Colombia,Private company,,https://empresas.portafolio.co/PALMERAS-SANTANA-LTDA.html,Link not from Opencorporates but of a Colombian newspaper.,
40694,Oleaginosas San Marcos Ltda,Colombia,Private company,https://www.sanmarcos.com.co/,,,
40695,Agropecuaria La Loma Ltda,Colombia,,,,,
40696,Copalma Ltda.,Colombia,Private company,https://empresas.portafolio.co/COPALMA-SAS.html,,,
40697,Inparme S.A.,Colombia,,,,,
40698,Palmeras La Crolina S.A.,Colombia,Private company,https://www.palmeraslacarolina.com/,,,
40699,Agroganados Internacional Ltda,Colombia,Private company,,https://empresas.portafolio.co/AGROGANADOS-INTERNACIONAL-LTDA.html,,
40700,Sapuga S.A.,Colombia,Private company,,https://empresas.portafolio.co/SAPUGA-SA.html,,
40701,Oleaginosas Santana Ltda,Colombia,Private company,,https://empresas.portafolio.co/OLEAGINOSAS-SANTANA-SAS.html,,
40702,Palmeras La Margarita Díaz Martínez,Colombia,Private company,,https://empresas.portafolio.co/PALMERAS-MARGARITA-DIAZ-MARTINEZ-COMPANIA-LTDA.html,,
40703,Palmeras del Humea S.A.,Colombia,Private company,,https://empresas.portafolio.co/PALMERAS-HUMEA-SA.html,,
40704,Ingwenyama [King Mswati],Swaziland,Other (please specify in comment field),,,Trust,
40705,Government of Swaziland,Swaziland,State-/government (owned) company,,,,
40706,SDZ Mine PTY Ltd,,,,,,
40707,Lufafa Mine PTY Ltd,Swaziland,Private company,,,,
40708,SG Iron Ore Mining (PTY) Ltd,Swaziland,,,,,
40709,Vicwood Centrafrique,Central African Republic,,,,,
40710,Vicwood,China,,,,,
40711,Fadoul,Greece,,,,,
40712,Société Centrafricaine Forestière,Central African Republic,,,,,
40713,Nasrali & Jamal,Lebanon,,,,,
40714,Société d' Exploitation  Forestière de Centrafrique,Central African Republic,,,,,
40715,SCD,Italy,,,,,
40716,Sociètè Centrafricaine de Développement,Central African Republic,,,,,
40717,Familial,France,,,,,
40718,Industrie Forestière de Batalimo,Central African Republic,,,,,
40719,African Palm Corp. (APC),United States of America,,,,,
40720,Ngalipomi,"Congo, Rep.",,,,,
40721,"Unknown (African Palm Corp, Ngalipomi)","Congo, Rep.",,,,,
40722,PT. Inocin Abadi,Indonesia,,,,,
40723,Unigrain Holding Limited,Cyprus,,,https://opencorporates.com/companies/cy/HE250674,,
40724,Burat-Agro LLC,Ukraine,Private company,,,,
40725,Slobozhanschyna Agro PAE,Ukraine,,,,,
40728,South Bukidnon Bioenergy Inc.,Philippines,,,,,
40730,Government of the People's Republic of China,China,State-/government (owned) company,,,,
40731,Unknown operating company (#162702),,,,,,
40732,Nicua Mining Corporation,China,Private company,,,,
40733,Realwood Establishment,Liechtenstein,Private company,,,,
40734,Kreglinger International,Switzerland,Private company,,,,
40735,"Agrofirma ""named after Dovzhenko""",Ukraine,Private company,,,,
40736,Investment-Industrial company Poltavazernoproduct LLC,Ukraine,Private company,,,,
40737,Khmilnytske LLC,Ukraine,Private company,,,,
40738,Development Bank of the Philippines,Philippines,State-/government (owned) company,https://www.dbp.ph/,,,
40739,Unknown (Abana Coffee Plc),United States of America,Private company,,,,
40740,Abana Coffee Plc,Ethiopia,Private company,,,,
40741,Ayetu Agricultural and Trading Plc,Ethiopia,,,,,
40742,Ayetu Agricultural and Trading Plc,Ethiopia,,,,,
40743,Trackon Trading’s Gera Coffee Development Project,Ethiopia,Private company,,,,
40744,Trackon Trading’s Gera Coffee Development Project,Ethiopia,Private company,,,,
40745,Unknown (Karuturi Agro Products PLC),,,,,,
40746,Goodvalley LLC,Russian Federation,Private company,,,,
40747,Ethiopian Electric Power Corporation (EEPCo),Ethiopia,State-/government (owned) company,,,,
40748,Ethiopian Electric Power Corporation (EEPCo),Ethiopia,State-/government (owned) company,,,,
40749,Green Renewable Holdings,,,,,,
40751,Bronzeoak Philippines,Philippines,,,,,
40752,All-Asia Resources and Reclamation Corp.,Philippines,Stock-exchange listed company,,,,
40753,Sangley Airport Infrastructure Group,Philippines,Stock-exchange listed company,,,,
40754,Ukraine Invest A/S,Denmark,Private company,,,,
40755,Polen Invest A/S,Denmark,Investment fund,,https://opencorporates.com/companies/dk/16988774,,
40756,National Food Authority,Philippines,State-/government (owned) company,http://nfa.gov.ph/,,,
40757,AGR Invest Holding Ltd,Cyprus,,,https://opencorporates.com/companies/cy/HE376133,Owner of this company is Armenian citizen.,
40758,Semenivka Agro Plus LLC,Ukraine,Private company,,,,
40759,Mega Managment Project,Ukraine,Private company,,,,
40760,Kintayer KTF LLC,Hungary,Private company,,,,
40761,Dryphholm Farming IE,Ukraine,Private company,,,,
40762,Berend Popke van der Velde,Netherlands,Individual entrepreneur,,,,
40763,Herrit Tonkens,Netherlands,Individual entrepreneur,,,,
40764,Huzinha Kornelius Hendrick,Netherlands,Individual entrepreneur,,,,
40765,Oxana Kryachko,Ukraine,Individual entrepreneur,,,,
40766,Kischentsi LLC,Ukraine,Private company,,,,
40767,Southern Negros Joint Venture Corporation,Philippines,,,,,
40768,"Kennemer Foods International, Inc.",Philippines,Private company,http://www.kennemerfoods.com,,,
40769,"Dole Philippines, Inc.",Philippines,Private company,http://www.dolephilippines.com/page/about,,,change country origin
40770,Compagnie Minière de Bélinga (COMIBEL),Gabon,,,,,
40771,China General Technology Group,China,Private company,,,,
40772,Panzhihua Iron and Steel (Group) Company Limited (Pangang),China,State-/government (owned) company,http://www.pzhsteel.com.cn/,,,
40774,Davydivskiy dar LLC,Ukraine,Private company,,,,
40775,Canes and Stabb Corporation,Philippines,Private company,,,,
40776,TC Farming Ukraine Limited,Cyprus,,,https://opencorporates.com/companies/cy/HE180736,,
40777,Marrimore Holdings Ltd.,Cyprus,Private company,,,,
40778,UCD Ukraine LLC,Ukraine,Private company,,,,
40779,Harmelia Investments Ltd.,Cyprus,Private company,,https://opencorporates.com/companies/cy/HE212393,,
40780,Zeanovi Limited,Cyprus,Private company,,https://opencorporates.com/companies/cy/HE254687,,
40781,Harmelia Investments Ltd.,Cyprus,Private company,,https://opencorporates.com/companies/cy/HE212393,,
40782,Wellaxo Investments Ltd.,Cyprus,Private company,,https://opencorporates.com/companies/cy/HE255044,,
40783,Azent Ltd.,Cyprus,Private company,,https://opencorporates.com/companies/cy/HE260222,,
40787,Davao Agricultural Ventures Corp. (DAVCO),Philippines,Private company,,,,
40788,First African Coconut Company,Nigeria,Private company,,,,
40789,First African Coconut Company,Nigeria,Private company,,,,
40792,"Agrinanas Development Company, Inc",Philippines,Private company,,,,
40794,"Unifrutti Tropical Philippines, Inc.",Philippines,Private company,,,,
40795,Agumill Phils. Inc. (API),Philippines,Private company,,,,
40797,State-owned Assets Supervision and Administration Commission of the State Council,China,State-/government (owned) company,http://en.sasac.gov.cn/,,,
40798,China National Import & Export Co. Ltd,China,,,,,
40799,PT Papua Agro Lestari,Indonesia,,,,,
40800,Lemkivska Mriya LLC,Ukraine,Private company,,,,Investor updated.
40801,Mriya Bukovyna LLC,Ukraine,Private company,,,,
40802,MJ Rubber Agricultural Products Phils.,Philippines,Private company,,,,
40803,Pioneer Bioseeds,Philippines,Private company,,,,
40804,Agrilogx,Philippines,Private company,,,,
40806,ECJ Farm,Philippines,Private company,,,,
40807,"Tagum Agricultural Development Company, Inc. (TADECO)",Philippines,Private company,https://www.anflocor.com/tadeco/,,,
40809,Marsman Estate Plantation Inc. (MEPI),Philippines,Private company,https://www.marsmandrysdale.com/index.php,,,
40810,Musahamat Farms Incorporated,Philippines,Private company,,,,
40811,Worldwide Agricultural Development Corporation (WADECOR),Philippines,Private company,,,,
40812,Royal Commodities Ltd,Ghana,Private company,,,,
40813,Royal Commodities Ltd,Ghana,Private company,,,,
40814,Injaro Agricultural Capital Holdings Limited (IACHL),Mauritius,Investment fund,http://www.iachl.com/parent.php?root=about&link=overview,,,
40815,Alliance for a Green Revolution in Africa (AGRA),Kenya,"Non - Profit organization (e.g. Church, University etc.)",https://agra.org/,,,
40817,Twifo Oil Palm Plantations Limited,Ghana,,,,,
40818,Isebra Ghana Limited,Ghana,Private company,,,,
40819,Usibras,Brazil,,,,,
40820,Savannah Fruits Company (SFC),Ghana,,,,,
40821,Savannah Fruits Company (SFC),Ghana,,,,,
40822,Root Capital,United States of America,Other (please specify in comment field),,,Root Capital is a non-profit social investment fund.,
40823,DADTCO Philafrica,Netherlands,,,,,
40824,Unknown (DADTCO Philafrica),Ghana,,,,,
40825,Barry Callebaut Group,Switzerland,Stock-exchange listed company,,,,
40826,Nyonkopa Cocoa Buying Company Limited,Ghana,,,,,
40827,British American Tobacco Ghana Limited,Ghana,,,,,
40828,"Gold Coast Foliage, Ltd",Netherlands,,,,,
40829,"Unknown (Gold Coast Foliage, Ltd)",Ghana,,,,,
40830,Ghalia (Ghana) Ltd.,Ghana,,,,,
40831,Unknown (Ghana),Ghana,,,,,
40832,Unknown (Italian),Italy,,,,,
40833,Unknown (Upcountry Coffee),United States of America,,,,,
40834,Upcountry Coffee,Ghana,,,,,
40835,Trasacco group,Italy,Private company,,,,
40836,Sam Valley Farms Ltd,Ghana,,,,,
40837,Bio Exotica Organic Pineapple Project,Ghana,,,,,
40838,Unknown(Bio Exotica Organic Pineapple Project Ghana),Ghana,,,,,
40839,Unknown (Bio Exotica Organic Pineapple Project Netherlands),Netherlands,,,,,
40840,Unknown (Omnicane Investments),Ghana,,,,,
40841,Mriia Hlybochchyny LLC,Ukraine,Private company,,,,Parent company added.
40842,Highland Banana Corporation,Philippines,Private company,,,,
40843,Subasta Agricultural Corporation,Philippines,Private company,,,,
40844,Davao Fruits Corporation,Philippines,Private company,,,,
40845,ARR Enterprises,Philippines,Private company,,,,
40846,Soriano Fruits Corporation,Philippines,Private company,,,,
40847,Panabo Hemp Company Incorporated,Philippines,Private company,,,,
40848,NESTFARMS Incorporated,Philippines,Private company,,,,
40849,JJMA Agricultural and Development Corporation,Philippines,Private company,,,,
40850,RP Bahrain Harvest,Philippines,Private company,,,,
40851,"DANA Fresh Agri-Development, Incorporated",Philippines,Private company,,,,
40852,Nenita Enterprises,Philippines,Private company,,,,
40853,Great Plains Multi-Fruits Corporation,Philippines,Private company,,,,
40854,Uraya Farms Incorporated,Philippines,Private company,,,,
40855,GFH Financial Group B.S.C.,Bahrain,Private company,https://www.gfh.com/,,"Investment bank, former Gulf Finance House (see: https://rebrand.com/merit-gfh-financial-group/)",
40856,Ithmaar Bank B.S.C.,Bahrain,Private company,https://www.ithmaarbank.com/,,,
40857,Abu Dhabi Investment House (ADIH),United Arab Emirates,Stock-exchange listed company,https://de.linkedin.com/company/abu-dhabi-investment-house,,"""Established in 2005, Abu Dhabi Investment House is a private joint stock company (PJSC) licensed by the UAE Central Bank. ADIH is promoted by leading financial institutions and a group of prominent businessmen and investors from the Gulf region."" (https://de.linkedin.com/company/abu-dhabi-investment-house)",
40858,"Unknown (Gulf Finance House, Ithmaar Bank, Abu Dhabi Investment House)",Turkey,,,,"""Vision3, an alliance of three major Gulf financial institutions, has signed a landmark deal with Turkey paving the way for nearly $9 billion investment in Turkey’s agricultural sector."" (https://www.farmlandgrab.org/post/view/2552)",
40859,Grupo Manuelita,Colombia,Private company,http://www.manuelita.com/,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=138682884,"Link refers to Bloomberg, not OpenCorporates. The company has several investments in Latin America, including Colombia, Brazil, Chile and Peru. The main produces are bioethanlo, sugar, biodiesel, glycerine, shrimps, mussels, grapes and other vegetables.",
40860,Sisaleira de Ramiane,Mozambique,Private company,,,,
40861,Sisaleira de Ramiane,Mozambique,Private company,,,,
40862,Pamol Nigeria Ltd,Nigeria,Private company,,,,
40863,Dn Tyre & Rubber PLC,Nigeria,Stock-exchange listed company,,,Former Dunlop Nigeria Plc,
40864,Mriya Lizing LTD,Ukraine,Private company,,,,
40866,Kagro LLC,Ukraine,Private company,,,,
40868,Mriya-Lizing LLC,Ukraine,Private company,,,,
40871,Mriya-Lizing LLC,Ukraine,Private company,,,,
40872,"Group of companies ""Mriya AGRO"" LLC",Ukraine,Private company,,,,
40873,Mriya holding cyprus limited,Cyprus,Private equity firm,,,,
40874,Leyte Ironsand Mining Coporation,Philippines,Private company,,,,
40875,Agroprosperis Bank,Ukraine,Investment fund,,,Bank,
40876,JTI Leaf (Mw)Ltd,Malawi,Private company,https://www.jti.com/africa/malawi,,,
40877,Mizotske RTE,Ukraine,Private company,,,,
40878,Japan Tobacco Incorp,Japan,Stock-exchange listed company,,,"JTI - Japan Tobacco International is the international tobacco division of Japan Tobacco Incorp.The company is headquartered in Tokyo and Japan Tobacco International's headquarters are in Geneva, Switzerland.",
40879,Libero Copper Corporation,Canada,Stock-exchange listed company,http://liberocopper.com/,https://www.bloomberg.com/quote/LBC:CN,Bloomberg link,
40881,Cape Lambert Resources,Australia,Stock-exchange listed company,,,,
40882,sri ghana oils extraction limited,Ghana,Private company,,,,
40883,R V R Industries Pvt Ltd,India,,,,,
40884,Buabin Oil Palm Outgrower Project,Ghana,,,,,
40885,Zernoproduct MHP LLC,Ukraine,Private company,,,,
40886,IPE Ridnyi Krai LLC,Ukraine,Private company,,,,
40887,Auto Industrial Company Ltd,Republic of Korea,Private company,http://www.autosanup.com/,,,
40888,Resources & Resources Ltd,Singapore,Private company,,,,
40889,Myanmar Auto Corporation (MAC),Myanmar,,,,,
40890,Dakor Agroholdyng,Ukraine,,,,,
40891,Sumprocol SA,Colombia,Private company,http://www.gpc.com.co/index.php/nuestras-empresas2/10-sumprocol,,,
40892,Seang Long Green Land Investment (Cambodia) Co. Ltd.,Cambodia,,,,,
40893,Dongjin Group,China,,,,,
40894,Russian Far East Farm,Russian Federation,,,,,
40895,Fu Yuan Jin Liang Modern Agriculture LLC,China,,,,,
40896,Euroasia Group LLC,Russian Federation,,,,,
40897,Zvezda LLC,Russian Federation,Private company,,,,
40898,Unknown (COFCO),Russian Federation,,,,,
40899,Hue Singban,China,Investment fund,,,,
40900,Unknown (Singban),,,,,,
40901,Colombia Agro SAS,Colombia,Private company,,,,
40902,Cargill Trading Colombia,Colombia,Private company,,,,
40903,Cargill de Colombia,Colombia,Private company,,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=323641301,,
40904,Unknown_Cargill,Colombia,Private company,,,"Cargill, being advised by the law firm Brigard & Urrutia, created a ""fictional"" firm to acquire land that was previously allocated to landless peasants by the state under law 160 of 1994. To circumvent local legislation, they created a firm for every plot they bought and let them liquidate later, after they had made long-term renting agreements with the superior companies.

Source 14 - Deal 3107",
40905,CPK Polyarnaia LLC,Russian Federation,,,,,
40906,Dongning Huaxin Industry&Trade Group,China,Private company,,,,
40907,Government of Russian Federation,Russian Federation,,,,,
40908,Armada Company LLC,Russian Federation,Private company,,,"Eastern Europe RFP suggests that 'joint venture' means goodwill of local government to give land to the Chinese investor.
Fertile soil is a Russian part of joint version.",
40909,Denkhart Rodger Dean,United States of America,Individual entrepreneur,,,,
40910,PE Emmanuel Farm,Ukraine,Private company,,,,
40911,Dalian Wen Lian Aquacultural Co. LTD,China,Private company,,,,
40912,Wen Lian Aquaculture LLC,Russian Federation,Private company,,,,
40913,BTG Pactual,Brazil,Investment Bank,,,,
40926,Poligrow Research + Green Oils,Colombia,Private company,http://www.poligrow.com/,,The company was already created,
40927,Poligrow Colombia Ltda,Colombia,Private company,,,,
40928,Tanzania Agricultural Export Processing Zone (TAEPZ) Company,Tanzania,,,,,
40929,Unnamed Chinese owned company,China,,,,,
40930,Flor’Alia,Tunisia,,,,,
40931,SanLucar Oasis,Spain,,,,,
40932,Agro Care,Netherlands,,,,,
40933,Desert Joy,Tunisia,,,,,
40934,Kaiku,Spain,,,,,
40935,Emmi,Switzerland,,,,,
40936,Vitalait,Tunisia,,,,,
40937,Vitalait,Tunisia,,,,,
40938,Group Avril,France,,,,,
40939,Government of Tunisia,Tunisia,State-/government (owned) company,,,,
40940,Unknown (Groupe Avril + Government),,,,,,
40941,SONOBRA SA (Societe nouvelle de brasserie),,,,,,
40942,Boujebel,Tunisia,,,,,
40943,Heineken N.V.,Netherlands,,,,,
40944,Fazenda Socamia,Angola,,,,,
40945,Castel group,France,,,,,
40946,Mriya Karpaty LLC,Ukraine,Private company,,,,Parent company added.
40947,Novagris LLC,Ukraine,,,,"Identification number 33579459
The company was created in 2006.",
40949,Mriya Agroholding LLC,Ukraine,Private company,,,,
40950,Novagris LLC,Ukraine,Private company,,,"Identification number - 33579459
The company was created in 2006.",
40951,Kwale Coconuts Processors Limited (KCPL),Kenya,Private company,,,,
40952,M-SAWA project,Kenya,,,,,
40953,Fair Trade Enterprises Ltd (TFE),Kenya,Private company,,,,
40954,Fair Trade Enterprises Ltd  (TFE),Kenya,Private company,,,,
40955,Tullow Oil PLC,United Kingdom of Great Britain and Northern Ireland,Stock-exchange listed company,,,,
40956,Africa Oil Corp,Canada,Stock-exchange listed company,,,,
40957,Total S.A.,France,Stock-exchange listed company,,,,
40958,"Unknown (Tullow Oil PLC, Africa Oil Corp, Total)",Kenya,,,,,
40959,Solai Group of Companies,,,,,,
40960,Solai Farms,Kenya,,,,,
40961,SerendiKenya,Kenya,,,,,
40962,Lewa Wildlife Conservancy,Kenya,,,,,
40963,Southern Cotton,Zimbabwe,,,,,
40964,Southern Cotton,Zimbabwe,,,,Incorporated in 2010.,
40965,Stern&Co LLC,Germany,Private company,,,,
40966,Stern Agro LLC,Ukraine,Private company,,,,
40967,Netafirm,Israel,Private company,https://www.netafim.com/en/,,,
40968,Gabiro Agribusiness Hub Project (GAHP),Rwanda,,,,,
40969,Unnamed local companies,Tanzania,,,,,
40970,Frikom d.o.o. Belgrade,Serbia,Private company,,,,
40971,Haidu Avis rt.,Hungary,,,,,
40972,Sloga,Serbia,Private company,,,,
40973,Baltic Property Investments LTD,Ireland,Investment fund,http://www.balticpg.com/,https://opencorporates.com/companies/ie/357792,,
40974,Panonija,Serbia,Private company,,,,
