Investor ID Downstream,Investor Name Downstream,Investor ID Upstream,Investor Name Upstream,Relation type,Investment type,Ownership share,Loan amount,Loan currency,Loan date,Comment
36582,TH Milk,2064,S.A.E. Afikim (Afimilk),Parent company,,,,,,
36585,NINT Agri Plc,2413,Neha International,Parent company,,,,,,
36586,Global Energy Ethiopia,2068,Presaco Investments Ltd,Parent company,,,,,,
36591,Solar Harvest Ltd,2079,Solar Harvest AS,Parent company,,,,,,
36592,Envalor Limitade,2083,InfraCo,Parent company,,,,,,
36596,Unknown (Şems Foreign Trade Industry Ltd.),2088,Şems Foreign Trade Industry Ltd.,Parent company,,,,,,
36598,Unknown (Hasat Hud),2091,Hasat Hud,Parent company,,,,,,
36599,Unknown (Agritech),958,Agritech,Parent company,,,,,,
36603,BIOENERGIA MOÇAMBIQUE,1115,Moncada Energy Group SRL,Parent company,,,,,,
36604,Form Ghana Ltd,2099,Form International Ltd,Parent company,,,,,,
36635,Eucalyptus Fibre Congo,988,MagIndustries,Parent company,,,,,,
36644,Alpha Logging and Wood Processing Corporation,2134,Woodman Group,Parent company,,,,,,
36655,D1 Williamson Magor Bio Fuel Limited,2120,Williamson Magor & Co. Limited,Parent company,,,,,,
36655,D1 Williamson Magor Bio Fuel Limited,170,NEOS Resources PLC,Parent company,,,,,,
36660,Unknown (Kuwait Investment Authority (KIA)),339,Kuwait Investment Authority (KIA),Parent company,,,,,,
36697,"Unknown (Dynasty Laos, ZTE)",299,ZTE,Parent company,,,,,,
36697,"Unknown (Dynasty Laos, ZTE)",3164,Dynasty Laos,Parent company,,,,,,
36699,HUOR LING (Cambodia) International Insurance,2165,Huor Ling,Parent company,,,,,,
36702,Pacific Grand Joint-stock Company Limited,2203,Gemadept,Parent company,,,,,,
36710,Unknown (Long Van 28),2168,Long Van 28,Parent company,,,,,,
36716,Neha Agri Senegal SUARL,2413,Neha International,Parent company,,,,,,
36717,Compagnie Sucrière Sénégalaise CSS,1957,Mimran Group,Parent company,,,,,,
36720,Unknown (Plantations Verte),2174,Plantations Verte,Parent company,,,,,,
36722,Unknown (Afrique Energy),3167,Afrique Énergies Nouvelles,Parent company,,,,,,
36723,"Unknown (Mitsui, Petrobras)",933,Petrobras,Parent company,,,,,,
36723,"Unknown (Mitsui, Petrobras)",682,Mitsui,Parent company,,,,,,
36724,Unknown (Primus Agri Products),2177,Primus Agri Products,Parent company,,,,,,
36731,Unknown (Envirotrade),2179,Envirotrade,Parent company,,,,,,
36736,"Unknown (Bronzeoak, Satria)",2181,Satria,Parent company,,,,,,
36736,"Unknown (Bronzeoak, Satria)",453,Bronzeoak,Parent company,,,,,,
36737,Minerals Energy Commodities Holding (MEC),2182,Trimex,Parent company,,,,,,
36737,Minerals Energy Commodities Holding (MEC),2183,RAK Investment Authority (RAKIA),Parent company,,,,,,
36743,EJ & J Investment Corporation,2189,Malavasi Logging,Parent company,,,,,,
36757,Pacific Pearl Joint-Stock Company Limited,2203,Gemadept,Parent company,,,,,,
36758,Liberian Agriculture Company (LAC),946,SOCFIN,Parent company,,,,,,
36760,Pacific Lotus Joint-Stock Company Limited,2203,Gemadept,Parent company,,,,,,
36762,Pacific Pride Joint-Stock,2203,Gemadept,Parent company,,,,,,
36763,Maryland Oil Palm Plantation (MOPP),2396,SIFCA,Parent company,,,,,,
36765,Dominion Farms Nigeria Ltd,1148,The Dominion Group,Parent company,,,,,,
36768,Domaine de Katale,1902,Orgaman,Parent company,,,,,,
36769,SIFORCO,1584,Groupe Blattner Elwyn,Parent company,,,,,,
36770,SAFBOIS,2204,Jadora LLC,Parent company,,,,,,
36770,SAFBOIS,1584,Groupe Blattner Elwyn,Parent company,,,,,,
36771,Busira Lomami Equateur,1584,Groupe Blattner Elwyn,Parent company,,,,,,
36772,Busira Lomami Orientale,1584,Groupe Blattner Elwyn,Parent company,,,,,,
36774,SSC Bosondjo,1584,Groupe Blattner Elwyn,Parent company,,,,,,
36775,SSC Binga,1584,Groupe Blattner Elwyn,Parent company,,,,,,
36776,Unknown (Japanese Transport Cooperation Association (JTCA)),2205,Japanese Transport Cooperation Association (JTCA),Parent company,,,,,,
36778,Unknown (Eurico Ferreira),1955,Eurico Ferreira,Parent company,,,,,,
36779,Sun Care Fuels Thai Co.,2206,Sun Care Fuels Co.,Parent company,,,,,,
36779,Sun Care Fuels Thai Co.,2207,Utic Foods Co. Ltd.,Parent company,,,,,,
36793,Société des Elevages du Bandundu Occidental (SEBO),1902,Orgaman,Parent company,,,,,,
36798,"Cheng Ly Investment Co., Ltd",2156,Unknown (#158291),Parent company,,,,,,
36803,"Dai Dong Yoeurng Commercial Yornh Stock Co., Ltd",2156,Unknown (#158291),Parent company,,,,,,
36804,Unknown (Kingho Group),2217,Kingho Group,Parent company,,,,,,
36807,"Hoang Anh Andong Meas Co., Ltd",253,Hoang Anh Gia Lai (HAGL),Parent company,,,,,,
36809,Unknown (Global Mining Company),2219,Global Mining Company,Parent company,,,,,,
36811,Golden Palm Growers Berhard (GPGB),2220,Sterling Plantations Limited,Parent company,,,,,,
36812,Serendipalm Co. Ltd.,2221,Dr. Bronner,Parent company,,,,,,
36813,Africa Atlantic,2112,Africa Atlantic Holdings Ltd,Parent company,,,,,,
36828,SUCAF RCA,974,Somdiaa,Parent company,,,,,,
36831,Unknown (CIC Mining Resources  Ltda),2236,CIC Mining Resources  Ltda,Parent company,,,,,,
36837,Base Titanium Ltd,2039,Base Resource Ltd,Parent company,,,,,,
36841,PT Harapan Sawit Lestari,146,Cargill,Parent company,,,,,,
36852,BioShape Tanzania Ltd,1507,Bioshape Holding,Parent company,,,,,,
36855,Africa Biofuel and Emission Reduction Company [Tanzania] Ltd,1514,Africa Biofuel and Emission Reduction Company [East Africa] Ltd. (ABEA),Parent company,,,,,,
36855,Africa Biofuel and Emission Reduction Company [Tanzania] Ltd,2702,National  Investment Company Ltd  (NICO),Parent company,,,,,,
36857,Clean Power Tanzania Ltd,1518,Clean Power TZ Ltd,Parent company,,,,,,
36861,Unknown (ADERCI),969,ADERCI,Parent company,,,,,,
36875,Unknown (Lin Changming (business man)),1590,Lin Changming,Parent company,,,,,,
36876,Cambodia Dawn Plantation Ltd.,2253,Unknown (#158402),Parent company,,,,,,
36879,Unknown (Yuan Longping High-Tech Agricultural Company),1591,Yuan Longping High-Tech Agricultural Company,Parent company,,,,,,
36883,Unknown (UNKNOWN),2251,UNKNOWN,Parent company,,,,,,
36887,"PT Surya Sawit Sejati ""PT SSS1""",2254,United Plantations Berhad,Parent company,,,,,,
36888,"PT Sawit Seberang Seberang ""PT SSS2""",2254,United Plantations Berhad,Parent company,,,,,,
36895,"Dau Thieng (Cambodia) Rubber Development Co., Ltd",2257,Dau Tieng Rubber Company,Parent company,,,,,,
36896,PT Selaras Inti Semesta,2258,MEDCO Group,Parent company,,,,,,
36898,Unknown (MEDCO Group),2258,MEDCO Group,Parent company,,,,,,
36900,PT Dongin Prabhawa,2260,Korindo Group,Parent company,,,,,,
36901,PT Indosawit Lestari,2260,Korindo Group,Parent company,,,,,,
36909,Thar Coal Mining Company,371,Pan Energy Developing Company (PEDCO),Parent company,,,,,,
36909,Thar Coal Mining Company,372,Bin Daen Group of Dubai,Parent company,,,,,,
36913,"Dau Thieng (Kratie) Rubber Development Co., Ltd",2257,Dau Tieng Rubber Company,Parent company,,,,,,
36914,"Data Rubber (Cambodia) Co., Ltd.",2266,Unknown (#158437),Parent company,,,,,,
36915,"Distinct Harvest (Cambodia) Co.,Ltd",2267,Lion Forest Industries Berhad,Parent company,,,,,,
36919,"Eminent Elite (Cambodia) Co.,Ltd",2267,Lion Forest Industries Berhad,Parent company,,,,,,
36920,Portucel Moçambique Lda,1294,Grupo Portucel Soporcel,Parent company,,,,,,
36922,A.D. Serviços Lda,1316,"Soc. A.D. Serviços, Lda",Parent company,,,,,,
36926,"Green Choice (Cambodia) Co.,Limited",2267,Lion Forest Industries Berhad,Parent company,,,,,,
36929,Heng Ruy (Cambodia) International Company Limited,2160,Unknown (#158295),Parent company,,,,,,
36930,Florestas de Niassa,1341,Fundação Malonda,Parent company,,,,,,
36930,Florestas de Niassa,1273,Rift Valley Corporation,Parent company,,,,,,
36935,Sun Mozambique,1681,Highbury Finance,Parent company,,,,,,
36936,Mozambique Principle Energy Limitada,1682,Principle Capital,Parent company,,,,,,
36939,"LevasFlor, Lda",1735,Diocese of Vasteras,Parent company,,,,,,
36939,"LevasFlor, Lda",2280,Church of Sweden,Parent company,,,,,,
36939,"LevasFlor, Lda",2281,Anglican Diocese of Lebombo,Parent company,,,,,,
36940,Mutemba (Gaza) Safaris,1737,Wayne Wagner Safaris,Parent company,,,,,,
36950,Kilombero Valley Teak Company (KVTC),1443,Finnish Fund for Development Cooperation (Finnfund),Parent company,,,,,,
36950,Kilombero Valley Teak Company (KVTC),1763,Global Environment Fund,Parent company,,,,,,
36958,"Unknown (Al Salam Bank-Bahrain (B.S.C.), Charoen Pokphand )",486,Al Salam Bank-Bahrain (B.S.C.),Parent company,,,,,,
36958,"Unknown (Al Salam Bank-Bahrain (B.S.C.), Charoen Pokphand )",498,Charoen Pokphand,Parent company,,,,,,
36959,Unknown (Veasna Investment),2294,Veasna Investment,Parent company,,,,,,
36960,KAO SU EA LEV BM YOY STOCK,2162,Unknown (#158297),Parent company,,,,,,
36963,Unknown (Bean Heach Investment Co Ltd),2296,Bean Heach Investment Co Ltd,Parent company,,,,,,
36974,"MDS Thmorda SEZ Co., Ltd",2266,Unknown (#158437),Parent company,,,,,,
36974,"MDS Thmorda SEZ Co., Ltd",2300,MDS Investment Group,Parent company,,,,,,
36979,EmVest Livingstone,1267,Emvest,Parent company,,,,,,
36980,NehaAgri Zambia Ltd,2413,Neha International,Parent company,,,,,,
36981,Ruy Feng(Cambodia) International Company Limited,2303,Hengfu Sugar Group,Parent company,,,,,,
36985,Lan Feng (Cambodia) International Company Limited,2307,Unknown (#158488),Parent company,,,,,,
36989,Kaweri Coffee Plantation Ltd.,1564,Neumann Kaffee Group,Parent company,,,,,,
36992,Unknown (Liu JianJun),1864,Liu JianJun,Parent company,,,,,,
37000,Unknown (Qube Lanka Leisure Properties),2331,Qube Lanka Leisure Properties,Parent company,,,,,,
37004,Unknown (Mo Hy Pa Masu Orn Kampuchea Co Ltd),2341,Mo Hy Pa Masu Orn Kampuchea Co Ltd,Parent company,,,,,,
37013,Unknown (Scimitar Oryx Partners Limited),2350,Scimitar Oryx Partners Limited,Parent company,,,,,,
37014,PT Sawit Makmur Sehjatera,2351,Carson Cumberbatch PLC,Parent company,,,,,,
37017,Tay Ninh Kratie Sugar,2361,Bien Hoa Sugar Joint Stock Company,Parent company,,,,,,
37021,PT Agrajaya Baktitama,2351,Carson Cumberbatch PLC,Parent company,,,,,,
37022,PT Karya Makmur Sejahtera,2351,Carson Cumberbatch PLC,Parent company,,,,,,
37026,PT Agro Wana Lestari,2351,Carson Cumberbatch PLC,Parent company,,,,,,
37027,PT Rim Capital,2351,Carson Cumberbatch PLC,Parent company,,,,,,
37028,PT Agro Bukit,2351,Carson Cumberbatch PLC,Parent company,,,,,,
37030,PT Sumber Hasil Prima,2351,Carson Cumberbatch PLC,Parent company,,,,,,
37031,"Union Develoment Group Co., Ltd",2364,Union Development Group,Parent company,,,,,,
37033,PT Sinar Sawit Andalan,2351,Carson Cumberbatch PLC,Parent company,,,,,,
37035,PT Nabire Baru,2351,Carson Cumberbatch PLC,Parent company,,,,,,
37038,PT Batu Mas Sejahtera,2351,Carson Cumberbatch PLC,Parent company,,,,,,
37040,PT Plasma Nutfah Malind Papua,2368,Moorim,Parent company,,,,,,
37060,Unknown (Nadec),1650,Nadec,Parent company,,,,,,
37068,Unknown (Lucky Group),2373,Lucky Group,Parent company,,,,,,
37069,Unknown (Iranian State),2374,Iranian State,Parent company,,,,,,
37072,Perpetual Shipping Ltd,2911,Portaferry Limited,Parent company,,,,,,
37072,Perpetual Shipping Ltd,2912,Columbus Profits,Parent company,,,,,,
37073,Cassava Etagon Why Ltd,1880,Changhae International,Parent company,,,,,,
37074,EMIRAU TRUST LIMITED,2375,Wind Trader Limited,Parent company,,,,,,
37079,Yumi Resources Ltd,2378,Sazean Holdings SDN BHD,Parent company,,,,,,
37082,Sucaf Gabon,974,Somdiaa,Parent company,,,,,,
37085,Sime Darby Plantation (Liberia),201,Sime Darby,Parent company,,,,,,
37086,PT Riau Agrindo Agung (RAA),2372,Anglo-Eastern Plantations Plc,Parent company,,,,,,
37095,Unknown (Government of the Gyeonggi Province),2386,Government of the Gyeonggi Province,Parent company,,,,,,
37097,PT Sariwana Adi Perkasa,2351,Carson Cumberbatch PLC,Parent company,,,,,,
37098,PT Empat Lawang Agro Perkasa (ELAP),2372,Anglo-Eastern Plantations Plc,Parent company,,,,,,
37099,PT Karya Kencana Sentosa Tiga (KKST),2372,Anglo-Eastern Plantations Plc,Parent company,,,,,,
37101,PT Kahayan,2372,Anglo-Eastern Plantations Plc,Parent company,,,,,,
37103,PT Citra Niaga,1867,Felda Global Ventures Holdings Berhad (FGV),Parent company,,,,,,
37106,Akewa Group of Companies (Liberia) Incorporated,2200,Akewa Global Services,Parent company,,,,,,
37107,PT Anugrah Kembang Sawit Sejahtera,2395,Lembaga Tabung Haji,Parent company,,,,,,
37107,PT Anugrah Kembang Sawit Sejahtera,1867,Felda Global Ventures Holdings Berhad (FGV),Parent company,,,,,,
37113,PT Citra Ganda Utama,2400,Geoff Palm Limited,Parent company,,,,,,
37120,PGBI Sugar and Bio-ethanol (Pty) Ltd,2402,PGBI,Parent company,,,,,,
37128,"PT Gunung Pelawan Lestari ""GPL""",2404,M.P. Evans Group PLC,Parent company,,,,,,
37128,"PT Gunung Pelawan Lestari ""GPL""",2629,Karli Boenjamin,Parent company,,,,,,
37130,PT Kerasaan Indonesia,2404,M.P. Evans Group PLC,Parent company,,,,,,
37130,PT Kerasaan Indonesia,1961,SIPEF,Parent company,,,,,,
37131,PT Pusaka Agro Lestari,211,Noble Group,Parent company,,,,,,
37132,Acazis Agro-Industry,2407,Athanor Equities,Parent company,,,,,,
37132,Acazis Agro-Industry,2406,Acazis AG,Parent company,,,,,,
37140,Rakubana Development Corporation Ltd,2416,Tutuman Development Ltd (TDL),Parent company,,,,,,
37142,Umbukul Ltd.,2416,Tutuman Development Ltd (TDL),Parent company,,,,,,
37143,Central New Hanover Ltd,2416,Tutuman Development Ltd (TDL),Parent company,,,,,,
37144,Mekeo Hinterlands Holding Limited,2417,Albright Limited,Parent company,,,,,,
37146,Sukari Gold Mines,2418,Centamin,Parent company,,,,,,
37146,Sukari Gold Mines,2419,Egyptian Mineral Resource Authority,Parent company,,,,,,
37152,Wowobo Oil Palm Limited,2420,Reko (PNG) Limited,Parent company,,,,,,
37153,Nippon-SC Tree Farm SA Pty Ltd,1579,"Nippon Paper Group, Inc.",Parent company,,,,,,
37154,Akami Oil Palm Estate Limited,2421,Greenlands Limited,Parent company,,,,,,
37155,NZ Farming Systems Uruguay,967,Olam International Ltd.,Parent company,,,,,,
37159,Mulderbosch,2424,Terroir Capital,Parent company,,,,,,
37162,Agriterra Guinée SA,1139,Agriterra Ltd,Parent company,,,,,,
37170,Presco Plc,1378,Siat,Parent company,,,,,,
37172,Siat Nigeria Ltd,1378,Siat,Parent company,,,,,,
37180,PT Sarana Prima Multi Niaga,2438,TSH Resources Berhad,Parent company,,,,,,
37181,PT Farinda Bersaudara,2438,TSH Resources Berhad,Parent company,,,,,,
37182,PT Laras Internusa,2438,TSH Resources Berhad,Parent company,,,,,,
37182,PT Laras Internusa,2634,Bapak Garibaldi  Thohir,Parent company,,,,,,
37183,PT Teguh Swakarsa Sejahtera,2438,TSH Resources Berhad,Parent company,,,,,,
37185,PT Bulungan Citra Agro Persada,2438,TSH Resources Berhad,Parent company,,,,,,
37186,PT Mitra Jaya Cemerlang,2438,TSH Resources Berhad,Parent company,,,,,,
37187,PT Munte Waniq Jaya Perkasa,2438,TSH Resources Berhad,Parent company,,,,,,
37188,PT Bumi Sawit Sukses Pratama,2439,Boon Siew Group,Parent company,,,,,,
37188,PT Bumi Sawit Sukses Pratama,2629,Karli Boenjamin,Parent company,,,,,,
37188,PT Bumi Sawit Sukses Pratama,2641,Oriental Holdings Bhd,Parent company,,,,,,
37205,Bewani Oil Palm Development Ltd,2444,Prosper Group of Companies (PGC),Parent company,,,,,,
37206,Unknown (Wewak Agriculture Development Ltd),2445,Wewak Agriculture Development Ltd,Parent company,,,,,,
37208,Abeda Agro Forest Ltd,2417,Albright Limited,Parent company,,,,,,
37210,PT Andalas Wahana Berjaya,2438,TSH Resources Berhad,Parent company,,,,,,
37211,COMPLANT Magbass Sugar Company,2649,China National Complete Plant Import & Export Corporation,Parent company,,,,,,
37212,Whitestone (SL) Limited,1758,Whitestone Charles Andreson,Parent company,,,,,,
37214,PT Pratama Palm Abadi,2439,Boon Siew Group,Parent company,,,,,,
37214,PT Pratama Palm Abadi,2629,Karli Boenjamin,Parent company,,,,,,
37214,PT Pratama Palm Abadi,2641,Oriental Holdings Bhd,Parent company,,,,,,
37214,PT Pratama Palm Abadi,2643,Effendi Suryono,Parent company,,,,,,
37215,PT Dapo Agro Makmur,2439,Boon Siew Group,Parent company,,,,,,
37215,PT Dapo Agro Makmur,2629,Karli Boenjamin,Parent company,,,,,,
37215,PT Dapo Agro Makmur,2641,Oriental Holdings Bhd,Parent company,,,,,,
37215,PT Dapo Agro Makmur,2643,Effendi Suryono,Parent company,,,,,,
37217,PT Graha Inti Jaya,2449,Tianjin Julong Group Co Ltd,Parent company,,,,,,
37219,East Waii Oil Palm Limted,2450,River Estates Plantations Limited,Parent company,,,,,,
37221,PT Rebinmas Jaya,2452,Delloyd Ventures Berhad,Parent company,,,,,,
37221,PT Rebinmas Jaya,2629,Karli Boenjamin,Parent company,,,,,,
37221,PT Rebinmas Jaya,2644,Taipan Hectares Sdn Berhad,Parent company,,,,,,
37234,Nuku Resources Limited,2459,Skywalker Global Resources Company,Parent company,,,,,,
37266,Toriu Timbers Limited,2487,KK Conections Limited,Parent company,,,,,,
37267,Transformation Agritech Nigeria Limited (T4M),1372,Trans4mation Agritech,Parent company,,,,,,
37267,Transformation Agritech Nigeria Limited (T4M),1796,Edo State Government,Parent company,,,,,,
37267,Transformation Agritech Nigeria Limited (T4M),2488,Niger Delta Development Commission,Parent company,,,,,,
37268,"West Maimai Investment Limited, Yangkok Resources Limited, Palai Resources Limited",2489,Gold World Resources Company (PNG) Ltd,Parent company,,,,,,
37269,North East West Investments (NEWIL),2460,Independent Timbers and Stevedoring (IT&S),Parent company,,,,,,
37270,Wammy Limited,2490,Global Elite Limited,Parent company,,,,,,
37272,Sucobe,2649,China National Complete Plant Import & Export Corporation,Parent company,,,,,,
37273,Comde Teak,1438,M.A.J Foundation,Parent company,,,,,,
37274,Ainbai-Elis Holding Limited,2492,Starlink Limited,Parent company,,,,,,
37275,Urasir Resources Limited,2493,Continental Venture Limited,Parent company,,,,,,
37276,PT Toton Usaha Mandiri,1961,SIPEF,Parent company,,,,,,
37277,PT Mukomuko Agro Sejahtera,1961,SIPEF,Parent company,,,,,,
37278,PT Citra Sawit Mandiri,1961,SIPEF,Parent company,,,,,,
37279,PT Agro Kati Lama,1961,SIPEF,Parent company,,,,,,
37280,PT Agro Muko,2404,M.P. Evans Group PLC,Parent company,,,,,,
37280,PT Agro Muko,1961,SIPEF,Parent company,,,,,,
37281,Koaru Resource Owners Company,2494,Pacific International Resources PNG Limited,Parent company,,,,,,
37282,PT Agro Muara Rupit,1961,SIPEF,Parent company,,,,,,
37283,PT Agro Rawas Ulu,1961,SIPEF,Parent company,,,,,,
37284,Ang Agro Forest Management Ltd,208,Kuala Lumpur Kepong Berhad (KLK),Parent company,,,,,,
37285,Unknown (Perilya),2496,Perilya,Parent company,,,,,,
37288,Unknown ( New Forests Company Holdings),1517,New Forests Company Holdings,Parent company,,,,,,
