Number,Item Group Code,Item Group,Category,Source,Crop category,Uses,Comment,Item Code,Item,Categorized?,Review,Factor,HS Code,HS07 Code,HS12 Code,CPC Code,Origin of data
2119,1928,Meat Offals Fr nes,Meat,,Non crops,,,1075,"Offals, liver duck",,,1,,"020734, 020735, 020736","020743, 020744, 020745",21160.03,"From ""item group"" in trade definitions"
2120,1928,Meat Offals Fr nes,Meat,,Non crops,,,1074,"Offals, liver geese",,,1,,"020734, 020735, 020736","020753, 020754, 020755",21160.02,"From ""item group"" in trade definitions"
2121,1928,Meat Offals Fr nes,Meat,,Non crops,,,1159,"Offals, other camelids",,,1,,,,,"From ""item group"" in trade definitions"
2122,1926,Meat Poultry Fresh,Meat,,Non crops,,,1058,"Meat, chicken",,,1,,"020711, 020712, 020713, 020714, 020732, 020733, 020735, 020736","020711, 020712, 020713, 020714, 020760",21121,"From ""item group"" in trade definitions"
2123,1926,Meat Poultry Fresh,Meat,,Non crops,,,1069,"Meat, duck",,,1,,"020732, 020733, 020735, 020736","020741, 020742, 020744, 020745",21122,"From ""item group"" in trade definitions"
2124,1926,Meat Poultry Fresh,Meat,,Non crops,,,1073,"Meat, goose and guinea fowl",,,1,,"020732, 020733, 020735, 020736","020751, 020752, 020754, 020755",21123,"From ""item group"" in trade definitions"
2125,1926,Meat Poultry Fresh,Meat,,Non crops,,,1080,"Meat, turkey",,,1,,"020724, 020725, 020726, 020727","020724, 020725, 020726, 020727",21124,"From ""item group"" in trade definitions"
2126,1933,Meat Prepared Pres,Meat,,Non crops,,,1060,"Fat, liver prepared (foie gras)",,,1,,160220,160220,21189.02,"From ""item group"" in trade definitions"
2127,1933,Meat Prepared Pres,Meat,,Non crops,,,878,Liver prep.,,,1,,160220,160220,21189.01,"From ""item group"" in trade definitions"
2128,1933,Meat Prepared Pres,Meat,,Non crops,,,875,"Meat, beef, preparations",,,1,,160250,160250,F0875,"From ""item group"" in trade definitions"
2129,1933,Meat Prepared Pres,Meat,,Non crops,,,1061,"Meat, chicken, canned",,,1,,"160231, 160232, 160239","160231, 160232, 160239",F1061,"From ""item group"" in trade definitions"
2130,1933,Meat Prepared Pres,Meat,,Non crops,,,877,"Meat, homogenized preparations",,,1,,160210,160210,23991.04,"From ""item group"" in trade definitions"
2131,1933,Meat Prepared Pres,Meat,,Non crops,,,1172,"Meat, nes, preparations",,,1,,"160100, 160290","160100, 160290",F1172,"From ""item group"" in trade definitions"
2132,1933,Meat Prepared Pres,Meat,,Non crops,,,1042,"Meat, pig, preparations",,,1,,"160241, 160242, 160249","160241, 160242, 160249",F1042,"From ""item group"" in trade definitions"
2133,1925,Meat Sheep Fresh,Meat,,Non crops,,,1017,"Meat, goat",,,1,,20450,20450,21116,"From ""item group"" in trade definitions"
2134,1925,Meat Sheep Fresh,Meat,,Non crops,,,977,"Meat, sheep",,,1,,"020410, 020421, 020422, 020423, 020430, 020441, 020442, 020443","020410, 020421, 020422, 020423, 020430, 020441, 020442, 020443",21115,"From ""item group"" in trade definitions"
2135,1930,"Meat, dried nes",Meat,,Non crops,,,872,"Meat, beef, dried, salted, smoked",,,1,,21020,21020,21182,"From ""item group"" in trade definitions"
2136,1930,"Meat, dried nes",Meat,,Non crops,,,1164,"Meat, dried nes",,,1,,"021091, 021092, 021093, 021099","021091, 021092, 021093, 021099",21183,"From ""item group"" in trade definitions"
2137,1935,Milk Condensed + Evaporated,Dairy products+eggs,,Non crops,,,896,"Milk, skimmed condensed",,,1,,40299,40299,22222.02,"From ""item group"" in trade definitions"
2138,1935,Milk Condensed + Evaporated,Dairy products+eggs,,Non crops,,,895,"Milk, skimmed evaporated",,,1,,40291,40291,22221.02,"From ""item group"" in trade definitions"
2139,1935,Milk Condensed + Evaporated,Dairy products+eggs,,Non crops,,,889,"Milk, whole condensed",,,1,,40299,40299,22222.01,"From ""item group"" in trade definitions"
2140,1935,Milk Condensed + Evaporated,Dairy products+eggs,,Non crops,,,894,"Milk, whole evaporated",,,1,,40291,40291,22221.01,"From ""item group"" in trade definitions"
2141,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,893,"Buttermilk, curdled, acidified milk",,,1,,40390,40390,22230.03,"From ""item group"" in trade definitions"
2142,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,885,Cream fresh,,,1,,"040120, 040130","040120, 040140, 040150",22120,"From ""item group"" in trade definitions"
2143,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,899,"Milk, dry buttermilk",,,1,,40390,40390,22230.04,"From ""item group"" in trade definitions"
2144,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,909,"Milk, products of natural constituents nes",,,1,,40490,40490,22290,"From ""item group"" in trade definitions"
2145,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,896,"Milk, skimmed condensed",,,1,,40299,40299,22222.02,"From ""item group"" in trade definitions"
2146,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,888,"Milk, skimmed cow",,,1,,"040110, 040120","040110, 040120",22110.02,"From ""item group"" in trade definitions"
2147,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,898,"Milk, skimmed dried",,,1,,40210,40210,22212,"From ""item group"" in trade definitions"
2148,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,895,"Milk, skimmed evaporated",,,1,,40291,40291,22221.02,"From ""item group"" in trade definitions"
2149,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,889,"Milk, whole condensed",,,1,,40299,40299,22222.01,"From ""item group"" in trade definitions"
2150,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,897,"Milk, whole dried",,,1,,"040221, 040229","040221, 040229",22211,"From ""item group"" in trade definitions"
2151,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,894,"Milk, whole evaporated",,,1,,40291,40291,22221.01,"From ""item group"" in trade definitions"
2152,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,882,"Milk, whole fresh cow",,,1,,"040120, 040130","040120, 040140, 040150",2211,"From ""item group"" in trade definitions"
2153,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,982,"Milk, whole fresh sheep",,,1,,"040120, 040130","040120, 040140, 040150",2291,"From ""item group"" in trade definitions"
2154,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,890,"Whey, condensed",,,1,,40410,40410,22130.03,"From ""item group"" in trade definitions"
2155,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,900,"Whey, dry",,,1,,40410,40410,22130.02,"From ""item group"" in trade definitions"
2156,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,903,"Whey, fresh",,,1,,40410,40410,22130.01,"From ""item group"" in trade definitions"
2157,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,891,Yoghurt,,,1,,40310,40310,22230.01,"From ""item group"" in trade definitions"
2158,1934,Milk Condensed+Dry+Fresh,Dairy products+eggs,,Non crops,,,892,"Yoghurt, concentrated or not",,,1,,40310,40310,22230.02,"From ""item group"" in trade definitions"
2159,1936,Milk Dry,Dairy products+eggs,,Non crops,,,899,"Milk, dry buttermilk",,,1,,40390,40390,22230.04,"From ""item group"" in trade definitions"
2160,1936,Milk Dry,Dairy products+eggs,,Non crops,,,898,"Milk, skimmed dried",,,1,,40210,40210,22212,"From ""item group"" in trade definitions"
2161,1936,Milk Dry,Dairy products+eggs,,Non crops,,,897,"Milk, whole dried",,,1,,"040221, 040229","040221, 040229",22211,"From ""item group"" in trade definitions"
2162,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,983,"Butter and ghee, sheep milk",,,1,,"040510, 040520, 040590","040510, 040520, 040590",22249.01,"From ""item group"" in trade definitions"
2163,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,886,"Butter, cow milk",,,1,,"040510, 040520","040510, 040520",22241.01,"From ""item group"" in trade definitions"
2164,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,893,"Buttermilk, curdled, acidified milk",,,1,,40390,40390,22230.03,"From ""item group"" in trade definitions"
2165,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,1021,Cheese of goat mlk,,,1,,"040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690",22254,"From ""item group"" in trade definitions"
2166,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,907,"Cheese, processed",,,1,,"040630, 040690","040630, 040690",22251.04,"From ""item group"" in trade definitions"
2167,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,984,"Cheese, sheep milk",,,1,,"040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690",22253,"From ""item group"" in trade definitions"
2168,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,904,"Cheese, skimmed cow milk",,,1,,"040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690",22251.02,"From ""item group"" in trade definitions"
2169,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,901,"Cheese, whole cow milk",,,1,,"040610, 040620, 040630, 040640, 040690","040610, 040620, 040630, 040640, 040690",22251.01,"From ""item group"" in trade definitions"
2170,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,885,Cream fresh,,,1,,"040120, 040130","040120, 040140, 040150",22120,"From ""item group"" in trade definitions"
2171,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,887,"Ghee, butteroil of cow milk",,,1,,40590,40590,22241.02,"From ""item group"" in trade definitions"
2172,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,953,"Ghee, of buffalo milk",,,1,,40590,40590,22242.02,"From ""item group"" in trade definitions"
2173,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,899,"Milk, dry buttermilk",,,1,,40390,40390,22230.04,"From ""item group"" in trade definitions"
2174,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,909,"Milk, products of natural constituents nes",,,1,,40490,40490,22290,"From ""item group"" in trade definitions"
2175,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,896,"Milk, skimmed condensed",,,1,,40299,40299,22222.02,"From ""item group"" in trade definitions"
2176,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,888,"Milk, skimmed cow",,,1,,"040110, 040120","040110, 040120",22110.02,"From ""item group"" in trade definitions"
2177,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,898,"Milk, skimmed dried",,,1,,40210,40210,22212,"From ""item group"" in trade definitions"
2178,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,895,"Milk, skimmed evaporated",,,1,,40291,40291,22221.02,"From ""item group"" in trade definitions"
2179,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,889,"Milk, whole condensed",,,1,,40299,40299,22222.01,"From ""item group"" in trade definitions"
2180,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,897,"Milk, whole dried",,,1,,"040221, 040229","040221, 040229",22211,"From ""item group"" in trade definitions"
2181,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,894,"Milk, whole evaporated",,,1,,40291,40291,22221.01,"From ""item group"" in trade definitions"
2182,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,882,"Milk, whole fresh cow",,,1,,"040120, 040130","040120, 040140, 040150",2211,"From ""item group"" in trade definitions"
2183,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,982,"Milk, whole fresh sheep",,,1,,"040120, 040130","040120, 040140, 040150",2291,"From ""item group"" in trade definitions"
2184,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,905,"Whey, cheese",,,1,,40610,40610,22251.03,"From ""item group"" in trade definitions"
2185,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,890,"Whey, condensed",,,1,,40410,40410,22130.03,"From ""item group"" in trade definitions"
2186,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,900,"Whey, dry",,,1,,40410,40410,22130.02,"From ""item group"" in trade definitions"
2187,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,903,"Whey, fresh",,,1,,40410,40410,22130.01,"From ""item group"" in trade definitions"
2188,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,891,Yoghurt,,,1,,40310,40310,22230.01,"From ""item group"" in trade definitions"
2189,2030,Milk Equivalent,Dairy products+eggs,,Non crops,,,892,"Yoghurt, concentrated or not",,,1,,40310,40310,22230.02,"From ""item group"" in trade definitions"
2190,1937,Milk Fresh,Dairy products+eggs,,Non crops,,,885,Cream fresh,,,1,,"040120, 040130","040120, 040140, 040150",22120,"From ""item group"" in trade definitions"
2191,1937,Milk Fresh,Dairy products+eggs,,Non crops,,,888,"Milk, skimmed cow",,,1,,"040110, 040120","040110, 040120",22110.02,"From ""item group"" in trade definitions"
2192,1937,Milk Fresh,Dairy products+eggs,,Non crops,,,882,"Milk, whole fresh cow",,,1,,"040120, 040130","040120, 040140, 040150",2211,"From ""item group"" in trade definitions"
2193,1937,Milk Fresh,Dairy products+eggs,,Non crops,,,982,"Milk, whole fresh sheep",,,1,,"040120, 040130","040120, 040140, 040150",2291,"From ""item group"" in trade definitions"
2194,1937,Milk Fresh,Dairy products+eggs,,Non crops,,,903,"Whey, fresh",,,1,,40410,40410,22130.01,"From ""item group"" in trade definitions"
2195,1937,Milk Fresh,Dairy products+eggs,,Non crops,,,891,Yoghurt,,,1,,40310,40310,22230.01,"From ""item group"" in trade definitions"
2196,1893,Miscellaneous Food,Fats,,Non crops,,,1243,"Fat, nes, prepared",,,1,,"151610, 151620, 151790","151610, 151620, 151790",F1243,"From ""item group"" in trade definitions"
2197,1893,Miscellaneous Food,Fats,,Non crops,,,1066,"Fat, poultry, rendered",,,1,,150100,150190,21522,"From ""item group"" in trade definitions"
2198,1893,Miscellaneous Food,Miscellaneous,,Other crops,,,295,"Flour, mustard",,?,1,,210330,210330,23995.03,"From ""item group"" in trade definitions"
2199,1893,Miscellaneous Food,Miscellaneous,,Other crops,,,1232,Food prep nes,,?,1,,"041000, 190220, 190230, 190240, 210210, 210220, 210230, 210320, 210390, 210410, 210420, 210610, 210690, 220900","041000, 190220, 190230, 190240, 210210, 210220, 210230, 210320, 210390, 210410, 210420, 210610, 210690, 220900",F1232,"From ""item group"" in trade definitions"
2200,1893,Miscellaneous Food,Miscellaneous,,Non crops,,"Dairy product and ice, not sure where to put this",910,Ice cream and edible ice,,,1,,210500,210500,22270,"From ""item group"" in trade definitions"
2201,1893,Miscellaneous Food,Fats,,Non crops,,,1043,Lard,,,1,,150100,"150110, 150120",21521,"From ""item group"" in trade definitions"
2202,1893,Miscellaneous Food,Processed foods,,Other crops,,,1241,"Margarine, liquid",,,1,,151790,151790,21700.01,"From ""item group"" in trade definitions"
2203,1893,Miscellaneous Food,Processed foods,,Other crops,,,1242,"Margarine, short",,,1,,"151710, 151790","151710, 151790",21700.02,"From ""item group"" in trade definitions"
2204,1893,Miscellaneous Food,Dairy products+eggs,,Non crops,,,908,"Milk, reconstituted",,,1,,"040110, 040120","040110, 040120",22110.03,"From ""item group"" in trade definitions"
2205,1893,Miscellaneous Food,Processed foods,,Other crops,,,247,Peanut butter,,,1,,200811,200811,21495.02,"From ""item group"" in trade definitions"
2206,1893,Miscellaneous Food,Processed foods,Soybeans,Flex crops,,,241,Soya curd,,,1,,210610,210610,23999.03,"From ""item group"" in trade definitions"
2207,1893,Miscellaneous Food,Processed foods,Soybeans,Flex crops,,,240,Soya paste,,,1,,"210390, 210610","210390, 210610",23995.02,"From ""item group"" in trade definitions"
2208,1893,Miscellaneous Food,Processed foods,Soybeans,Flex crops,,,239,Soya sauce,,,1,,210310,210310,23995.01,"From ""item group"" in trade definitions"
2209,1893,Miscellaneous Food,Vegetables,,Other crops,,,447,Sweet corn frozen,,,1,,71040,71040,21319.01,"From ""item group"" in trade definitions"
2210,1893,Miscellaneous Food,Vegetables,,Other crops,,,448,Sweet corn prep or preserved,,,1,,200580,200580,21399.03,"From ""item group"" in trade definitions"
2211,1893,Miscellaneous Food,Coffee+cocoa+tea+spices,Tea,Commodity crops,,,672,"Tea, mate extracts",,,1,,210120,210120,23914,"From ""item group"" in trade definitions"
2212,1900,Natural Rubber,Non-food,,Other crops,,,839,"Gums, natural",,,1,,400130,400130,3211,"From ""item group"" in trade definitions"
2213,1900,Natural Rubber,Non-food,Rubber,Commodity crops,,,837,Rubber natural dry,,,1,,"400121, 400122, 400129","400121, 400122, 400129",1950.02,"From ""item group"" in trade definitions"
2214,1900,Natural Rubber,Non-food,Rubber,Commodity crops,,,836,"Rubber, natural",,,1,,400110,400110,1950.01,"From ""item group"" in trade definitions"
2215,1927,Offals Edibl Fresh,Meat,,Non crops,,,868,"Offals, edible, cattle",,,1,,"020610, 020621, 020622, 020629, 050400","020610, 020621, 020622, 020629, 050400",21151,"From ""item group"" in trade definitions"
2216,1927,Offals Edibl Fresh,Meat,,Non crops,,,1018,"Offals, edible, goats",,,1,,"020680, 020690, 050400","020680, 020690, 050400",21156,"From ""item group"" in trade definitions"
2217,1927,Offals Edibl Fresh,Meat,,Non crops,,,1098,"Offals, horses",,,1,,"020680, 020690","020680, 020690",21159.01,"From ""item group"" in trade definitions"
